time (s),Parameter,dV(out),dV(in)
3.350000e-03,V1,4.761905e-02,1.000000e+00
3.350000e-03,R1,7.545852e-06,-0.000000e+00
3.350000e-03,C1,1.588600e+05,0.000000e+00
3.360000e-03,V1,4.761905e-02,1.000000e+00
3.360000e-03,R1,6.827199e-06,-0.000000e+00
3.360000e-03,C1,1.437305e+05,0.000000e+00
3.370000e-03,V1,4.761905e-02,1.000000e+00
3.370000e-03,R1,6.176990e-06,-0.000000e+00
3.370000e-03,C1,1.300419e+05,0.000000e+00
3.380000e-03,V1,4.761905e-02,1.000000e+00
3.380000e-03,R1,5.588705e-06,-0.000000e+00
3.380000e-03,C1,1.176569e+05,0.000000e+00
3.390000e-03,V1,4.761905e-02,1.000000e+00
3.390000e-03,R1,5.056447e-06,-0.000000e+00
3.390000e-03,C1,1.064515e+05,0.000000e+00
3.400000e-03,V1,4.761905e-02,1.000000e+00
3.400000e-03,R1,4.574881e-06,-0.000000e+00
3.400000e-03,C1,9.631328e+04,0.000000e+00
3.410000e-03,V1,4.761905e-02,1.000000e+00
3.410000e-03,R1,4.139178e-06,-0.000000e+00
3.410000e-03,C1,8.714059e+04,0.000000e+00
3.420000e-03,V1,4.761905e-02,1.000000e+00
3.420000e-03,R1,3.744971e-06,-0.000000e+00
3.420000e-03,C1,7.884149e+04,0.000000e+00
3.430000e-03,V1,4.761905e-02,1.000000e+00
3.430000e-03,R1,3.388307e-06,-0.000000e+00
3.430000e-03,C1,7.133277e+04,0.000000e+00
3.440000e-03,V1,4.761905e-02,1.000000e+00
3.440000e-03,R1,3.065611e-06,-0.000000e+00
3.440000e-03,C1,6.453918e+04,0.000000e+00
3.450000e-03,V1,4.761905e-02,1.000000e+00
3.450000e-03,R1,2.773648e-06,-0.000000e+00
3.450000e-03,C1,5.839259e+04,0.000000e+00
3.460000e-03,V1,4.761905e-02,1.000000e+00
3.460000e-03,R1,2.509491e-06,-0.000000e+00
3.460000e-03,C1,5.283139e+04,0.000000e+00
3.470000e-03,V1,4.761905e-02,1.000000e+00
3.470000e-03,R1,2.270492e-06,-0.000000e+00
3.470000e-03,C1,4.779983e+04,0.000000e+00
3.480000e-03,V1,4.761905e-02,1.000000e+00
3.480000e-03,R1,2.054255e-06,-0.000000e+00
3.480000e-03,C1,4.324746e+04,0.000000e+00
3.490000e-03,V1,4.761905e-02,1.000000e+00
3.490000e-03,R1,1.858611e-06,-0.000000e+00
3.490000e-03,C1,3.912866e+04,0.000000e+00
3.500000e-03,V1,4.761905e-02,1.000000e+00
3.500000e-03,R1,1.681601e-06,-0.000000e+00
3.500000e-03,C1,3.540212e+04,0.000000e+00
3.510000e-03,V1,4.761905e-02,1.000000e+00
3.510000e-03,R1,1.521448e-06,-0.000000e+00
3.510000e-03,C1,3.203049e+04,0.000000e+00
3.520000e-03,V1,4.761905e-02,1.000000e+00
3.520000e-03,R1,1.376548e-06,-0.000000e+00
3.520000e-03,C1,2.897997e+04,0.000000e+00
3.530000e-03,V1,4.761905e-02,1.000000e+00
3.530000e-03,R1,1.245449e-06,-0.000000e+00
3.530000e-03,C1,2.621997e+04,0.000000e+00
3.540000e-03,V1,4.761905e-02,1.000000e+00
3.540000e-03,R1,1.126834e-06,-0.000000e+00
3.540000e-03,C1,2.372283e+04,0.000000e+00
3.550000e-03,V1,4.761905e-02,1.000000e+00
3.550000e-03,R1,1.019517e-06,-0.000000e+00
3.550000e-03,C1,2.146351e+04,0.000000e+00
3.560000e-03,V1,4.761905e-02,1.000000e+00
3.560000e-03,R1,9.224200e-07,-0.000000e+00
3.560000e-03,C1,1.941937e+04,0.000000e+00
3.570000e-03,V1,4.761905e-02,1.000000e+00
3.570000e-03,R1,8.345705e-07,-0.000000e+00
3.570000e-03,C1,1.756990e+04,0.000000e+00
3.580000e-03,V1,4.761905e-02,1.000000e+00
3.580000e-03,R1,7.550876e-07,-0.000000e+00
3.580000e-03,C1,1.589658e+04,0.000000e+00
3.590000e-03,V1,4.761905e-02,1.000000e+00
3.590000e-03,R1,6.831745e-07,-0.000000e+00
3.590000e-03,C1,1.438262e+04,0.000000e+00
3.600000e-03,V1,4.761905e-02,1.000000e+00
3.600000e-03,R1,6.181102e-07,-0.000000e+00
3.600000e-03,C1,1.301285e+04,0.000000e+00
3.610000e-03,V1,4.761905e-02,1.000000e+00
3.610000e-03,R1,5.592426e-07,-0.000000e+00
3.610000e-03,C1,1.177353e+04,0.000000e+00
3.620000e-03,V1,4.761905e-02,1.000000e+00
3.620000e-03,R1,5.059814e-07,-0.000000e+00
3.620000e-03,C1,1.065224e+04,0.000000e+00
3.630000e-03,V1,4.761905e-02,1.000000e+00
3.630000e-03,R1,4.577927e-07,-0.000000e+00
3.630000e-03,C1,9.637741e+03,0.000000e+00
3.640000e-03,V1,4.761905e-02,1.000000e+00
3.640000e-03,R1,4.141934e-07,-0.000000e+00
3.640000e-03,C1,8.719861e+03,0.000000e+00
3.650000e-03,V1,4.761905e-02,1.000000e+00
3.650000e-03,R1,3.747464e-07,-0.000000e+00
3.650000e-03,C1,7.889398e+03,0.000000e+00
3.660000e-03,V1,4.761905e-02,1.000000e+00
3.660000e-03,R1,3.390563e-07,-0.000000e+00
3.660000e-03,C1,7.138026e+03,0.000000e+00
3.670000e-03,V1,4.761905e-02,1.000000e+00
3.670000e-03,R1,3.067652e-07,-0.000000e+00
3.670000e-03,C1,6.458214e+03,0.000000e+00
3.680000e-03,V1,4.761905e-02,1.000000e+00
3.680000e-03,R1,2.775495e-07,-0.000000e+00
3.680000e-03,C1,5.843146e+03,0.000000e+00
3.690000e-03,V1,4.761905e-02,1.000000e+00
3.690000e-03,R1,2.511162e-07,-0.000000e+00
3.690000e-03,C1,5.286656e+03,0.000000e+00
3.700000e-03,V1,4.761905e-02,1.000000e+00
3.700000e-03,R1,2.272003e-07,-0.000000e+00
3.700000e-03,C1,4.783165e+03,0.000000e+00
3.710000e-03,V1,4.761905e-02,1.000000e+00
3.710000e-03,R1,2.055622e-07,-0.000000e+00
3.710000e-03,C1,4.327626e+03,0.000000e+00
3.720000e-03,V1,4.761905e-02,1.000000e+00
3.720000e-03,R1,1.859849e-07,-0.000000e+00
3.720000e-03,C1,3.915471e+03,0.000000e+00
3.730000e-03,V1,4.761905e-02,1.000000e+00
3.730000e-03,R1,1.682720e-07,-0.000000e+00
3.730000e-03,C1,3.542569e+03,0.000000e+00
3.740000e-03,V1,4.761905e-02,1.000000e+00
3.740000e-03,R1,1.522461e-07,-0.000000e+00
3.740000e-03,C1,3.205181e+03,0.000000e+00
3.750000e-03,V1,4.761905e-02,1.000000e+00
3.750000e-03,R1,1.377465e-07,-0.000000e+00
3.750000e-03,C1,2.899926e+03,0.000000e+00
3.760000e-03,V1,4.761905e-02,1.000000e+00
3.760000e-03,R1,1.246278e-07,-0.000000e+00
3.760000e-03,C1,2.623743e+03,0.000000e+00
3.770000e-03,V1,4.761905e-02,1.000000e+00
3.770000e-03,R1,1.127585e-07,-0.000000e+00
3.770000e-03,C1,2.373862e+03,0.000000e+00
3.780000e-03,V1,4.761905e-02,1.000000e+00
3.780000e-03,R1,1.020196e-07,-0.000000e+00
3.780000e-03,C1,2.147780e+03,0.000000e+00
3.790000e-03,V1,4.761905e-02,1.000000e+00
3.790000e-03,R1,9.230341e-08,-0.000000e+00
3.790000e-03,C1,1.943230e+03,0.000000e+00
3.800000e-03,V1,4.761905e-02,1.000000e+00
3.800000e-03,R1,8.351261e-08,-0.000000e+00
3.800000e-03,C1,1.758160e+03,0.000000e+00
3.810000e-03,V1,4.761905e-02,1.000000e+00
3.810000e-03,R1,7.555903e-08,-0.000000e+00
3.810000e-03,C1,1.590716e+03,0.000000e+00
3.820000e-03,V1,4.761905e-02,1.000000e+00
3.820000e-03,R1,6.836293e-08,-0.000000e+00
3.820000e-03,C1,1.439220e+03,0.000000e+00
3.830000e-03,V1,4.761905e-02,1.000000e+00
3.830000e-03,R1,6.185217e-08,-0.000000e+00
3.830000e-03,C1,1.302151e+03,0.000000e+00
3.840000e-03,V1,4.761905e-02,1.000000e+00
3.840000e-03,R1,5.596149e-08,-0.000000e+00
3.840000e-03,C1,1.178137e+03,0.000000e+00
3.850000e-03,V1,4.761905e-02,1.000000e+00
3.850000e-03,R1,5.063182e-08,-0.000000e+00
3.850000e-03,C1,1.065933e+03,0.000000e+00
3.860000e-03,V1,4.761905e-02,1.000000e+00
3.860000e-03,R1,4.580975e-08,-0.000000e+00
3.860000e-03,C1,9.644157e+02,0.000000e+00
3.870000e-03,V1,4.761905e-02,1.000000e+00
3.870000e-03,R1,4.144691e-08,-0.000000e+00
3.870000e-03,C1,8.725666e+02,0.000000e+00
3.880000e-03,V1,4.761905e-02,1.000000e+00
3.880000e-03,R1,3.749959e-08,-0.000000e+00
3.880000e-03,C1,7.894650e+02,0.000000e+00
3.890000e-03,V1,4.761905e-02,1.000000e+00
3.890000e-03,R1,3.392820e-08,-0.000000e+00
3.890000e-03,C1,7.142779e+02,0.000000e+00
3.900000e-03,V1,4.761905e-02,1.000000e+00
3.900000e-03,R1,3.069694e-08,-0.000000e+00
3.900000e-03,C1,6.462514e+02,0.000000e+00
3.910000e-03,V1,4.761905e-02,1.000000e+00
3.910000e-03,R1,2.777342e-08,-0.000000e+00
3.910000e-03,C1,5.847037e+02,0.000000e+00
3.920000e-03,V1,4.761905e-02,1.000000e+00
3.920000e-03,R1,2.512834e-08,-0.000000e+00
3.920000e-03,C1,5.290176e+02,0.000000e+00
3.930000e-03,V1,4.761905e-02,1.000000e+00
3.930000e-03,R1,2.273516e-08,-0.000000e+00
3.930000e-03,C1,4.786350e+02,0.000000e+00
3.940000e-03,V1,4.761905e-02,1.000000e+00
3.940000e-03,R1,2.056991e-08,-0.000000e+00
3.940000e-03,C1,4.330507e+02,0.000000e+00
3.950000e-03,V1,4.761905e-02,1.000000e+00
3.950000e-03,R1,1.861087e-08,-0.000000e+00
3.950000e-03,C1,3.918078e+02,0.000000e+00
3.960000e-03,V1,4.761905e-02,1.000000e+00
3.960000e-03,R1,1.683840e-08,-0.000000e+00
3.960000e-03,C1,3.544927e+02,0.000000e+00
3.970000e-03,V1,4.761905e-02,1.000000e+00
3.970000e-03,R1,1.523475e-08,-0.000000e+00
3.970000e-03,C1,3.207315e+02,0.000000e+00
3.980000e-03,V1,4.761905e-02,1.000000e+00
3.980000e-03,R1,1.378382e-08,-0.000000e+00
3.980000e-03,C1,2.901857e+02,0.000000e+00
3.990000e-03,V1,4.761905e-02,1.000000e+00
3.990000e-03,R1,1.247107e-08,-0.000000e+00
3.990000e-03,C1,2.625489e+02,0.000000e+00
4.000000e-03,V1,4.761905e-02,1.000000e+00
4.000000e-03,R1,1.128335e-08,-0.000000e+00
4.000000e-03,C1,2.375443e+02,0.000000e+00
